ID;Codeur;Economisch_Ja;date;Day_in_2015;Source;outlet;headline;Toon_Kop;Hoofd_OW;Posit_Nega
150287515;16;0;2/2/2015;33;0;10;Zelfs Tutu toont zijn dankbaarheid; ; ; 
150287393;16;0;2/2/2015;33;0;5;In strafzaak Fortis dreigt vertraging; ; ; 
150287392;16;0;2/2/2015;33;0;5;`Duitsland raakt achter op Silicon Valley'; ; ; 
150285352;16;0;2/2/2015;33;0;7;GIJS schiet scherp in laatste periode; ; ; 
150285351;16;0;2/2/2015;33;0;7;'Europese Commissie wil wel af van trojka'; ; ; 
150285350;16;0;2/2/2015;33;0;7;Kamervragen over werken in Duitsland; ; ; 
150285349;16;0;2/2/2015;33;0;7;Opperrechter president Italië; ; ; 
150285348;16;0;2/2/2015;33;0;7;Spanje durft weer te geloven in ommekeer; ; ; 
150285347;16;0;2/2/2015;33;0;7;'Europa moet zichzelf opnieuw uitvinden'; ; ; 
150282501;16;0;2/2/2015;33;0;6;Verwarde mannen; ; ; 
150282310;16;0;2/2/2015;33;0;2;Je eigen droompaleis; ; ; 
150282307;16;0;2/2/2015;33;0;2;Agressie; ; ; 
150282304;16;0;2/2/2015;33;0;2;Stammen inspiratiebron; ; ; 
148571854;16;0;2/2/2015;33;0;8;Roep om wapenhulp Oekraïne groeit; ; ; 
148571853;16;0;2/2/2015;33;0;8;Brieven; ; ; 
148571850;16;0;2/2/2015;33;0;8;Hoe Buma zich in het centrum wil spelen; ; ; 
148571849;16;0;2/2/2015;33;0;8;Feest in eigen hoofdstad; ; ; 
150293217;16;1;2/2/2015;33;0;9;Athene zaait verwarring over schuld;9;10;9
150293213;16;1;2/2/2015;33;0;9;Teeven snoeit om senaat heen;9;36;9
150293211;16;1;2/2/2015;33;0;9;Aardgas brengt straatarm Mozambique hoofd op hol; ; ; 
150292297;16;1;2/2/2015;33;0;3;Charmeoffensief Tsipras en Varoufakis langs hoofdsteden;9;10;9
150292294;16;1;2/2/2015;33;0;3;Lage olieprijs nekt offshore;0;23;9
150292293;16;1;2/2/2015;33;0;3;Laat stadsregio btw heffen over lokale meerwaarde;1;7;9
150292292;16;1;2/2/2015;33;0;3;Griekenland;9;10;9
150292290;16;1;2/2/2015;33;0;3;Jan Cunen in Oss kiest 19de eeuw;9;36;9
150290849;16;1;2/2/2015;33;0;4;Juncker biedt uitweg voor Griekenland;9;10;9
150290848;16;1;2/2/2015;33;0;4;'Lager eigen risico bij zorgverzekering';9;32;0
150290219;16;1;2/2/2015;33;0;1;Tsipras steekt lont in Europese kruitvat;9;10;9
150290218;16;1;2/2/2015;33;0;1;Korten op veiligheid is taboe;9;36;9
150290216;16;1;2/2/2015;33;0;1;'Wat die Grieken kunnen, kunnen we ook in Spanje';9;36;9
150290215;16;1;2/2/2015;33;0;1;Europese idealen staan ter discussie;9;58;9
150290214;16;1;2/2/2015;33;0;1;Elk plan om te besparen strandt in Senaat;1;36;9
150290213;16;1;2/2/2015;33;0;1;Andere aanpak schulden succesvol;4;34;9
150288240;16;1;2/2/2015;33;0;10;Frankrijk wil nieuwe deal tussen Griekenland en zijn schuldeisers;9;10;9
150288237;16;1;2/2/2015;33;0;10;'2 miljard uitgeven is te veel';9;58;5
150287400;16;1;2/2/2015;33;0;5;`Golf aan ECB-geld gaat helemaal niets opleveren';0;57;9
150287399;16;1;2/2/2015;33;0;5;ECB moet banken niet te kort houden;9;57;9
150287397;16;1;2/2/2015;33;0;5;Een Amerikaans recept voor groei in de eurozone;4;3;9
150287396;16;1;2/2/2015;33;0;5;Nieuwe Griekse regering vindt voorzichtige sympathie in Parijs;9;10;9
150287395;16;1;2/2/2015;33;0;5;"Wereldbank wil pensioengeld binnenhalen; Bank voor ontwikkelingslanden slaat een nieuwe weg in en wil de financiële slagkracht van de Nederlandse pensioenfondsen gebruiken";1;57;9
150287394;16;1;2/2/2015;33;0;5;V&D ontkent dat banken kredietkraan dichtdraaien;9;58;9
150287391;16;1;2/2/2015;33;0;5;"`Europa kan en moet meer investeren, ondanks de crisis'; Econoom Sachs verwijt overheden angst voor begrotingstekort";2;2;9
150287390;16;1;2/2/2015;33;0;5;IBM-voorman: `Intelligente robots gaan ons helpen';9;11;4
150287389;16;1;2/2/2015;33;0;5;Ierse kledingketen Primark vestigt distributiecentrum in Roosendaal;1;17;5
150287388;16;1;2/2/2015;33;0;5;De banken zullen óók moeten bloeden bij onvermijdelijke sanering van winkelvastgoed;1;58;9
150287387;16;1;2/2/2015;33;0;5;"Splitsing van banken is sluitsteen crisisbestrijding; Brussel moet twee heldendaden verrichten: afsplitsing à la Volcker en ontwikkeling van financieel centrum voor eurogebied";1;57;9
150287386;16;1;2/2/2015;33;0;5;ECB betaalt hoge prijs voor staatsobligaties;1;57;9
150284335;16;1;2/2/2015;33;0;7;Hoge nood;9;36;9
150284334;16;1;2/2/2015;33;0;7;Woede over opvang;9;11;0
150282503;16;1;2/2/2015;33;0;6;V;9;58;9
150282502;16;1;2/2/2015;33;0;6;Leenstelsel leidt tot brokken in kroegen;9;34;9
150282309;16;1;2/2/2015;33;0;2;Griekenland wordt afgrond ingewerkt;0;10;9
150282308;16;1;2/2/2015;33;0;2;Rechtshulp wordt toch gekort;1;36;9
150282306;16;1;2/2/2015;33;0;2;"'Medewerkers thuiszorg duiken in zwart circuit'; FNV-voorzitter Ton Heerts waarschuwt";0;20;0
150282305;16;1;2/2/2015;33;0;2;Griekse minister wil 'cold turkey' met schulden;4;10;9
148571855;16;1;2/2/2015;33;0;8;Grieks charmeoffensief in Europa;1;10;9
148571852;16;1;2/2/2015;33;0;8;Sun Capital steekt onder druk banken geld in V&D;2;58;9
148571851;16;1;2/2/2015;33;0;8;Laat rijke Grieken betalen;1;10;9
2,01502023000001E+017;35;0;2/2/2015;33;1;130; ; ; ; 
2,01502022500002E+017;35;0;2/2/2015;33;1;125; ; ; ; 
2,01502022400003E+017;35;0;2/2/2015;33;1;124; ; ; ; 
2,01502021900002E+017;35;0;2/2/2015;33;1;119; ; ; ; 
2,01502023000002E+017;37;0;2/2/2015;33;1;130; ; ; ; 
2,01502021900002E+017;37;0;2/2/2015;33;1;119; ; ; ; 
2,01502021400003E+017;37;0;2/2/2015;33;1;114; ; ; ; 
2,01502021227184E+017;35;1;2/2/2015;33;1;112; ; ; ; 
2,01502021215062E+017;35;1;2/2/2015;33;1;112; ;10;38;3
2,01502021204141E+017;35;1;2/2/2015;33;1;112; ;10;10;9
2,01502023104521E+017;37;1;2/2/2015;33;1;131; ;0;26;9
2,01502022516052E+017;37;1;2/2/2015;33;1;125; ;10;26;0
34565;21;0;2/2/2015;33;2;25;DSK's dossier leest als slechte porno; ; ; 
34561;21;0;2/2/2015;33;2;25;Het smalle pad van de samenwerking; ; ; 
34559;21;0;2/2/2015;33;2;25;Charmeoffensief Tsipras en Varoufakis langs hoofdsteden; ; ; 
34563;29;0;2/2/2015;33;2;25;Prijs voor opwarming aarde; ; ; 
34569;21;1;2/2/2015;33;2;25;Honderden ontslagen omdat Noordzee-olie niet meer rendabel is;0;16;9
20671;21;1;2/2/2015;33;2;22;'Thuiszorg in zwart circuit';0;36;0
34573;21;0;2/2/2015;33;2;25;Strauss-Kahn voor de rechter om prostitutienetwerk; ; ; 
20679;21;0;2/2/2015;33;2;22;"Week van waarheid voor V&#38;D"; ; ; 
34577;28;1;2/2/2015;33;2;25;Tienduizenden pgb's niet uitbetaald;1;20;9
10007;21;1;2/2/2015;33;2;24;Rabobank voorspelt flinke stijging hypotheekrente;1;26;1
10009;21;0;2/2/2015;33;2;24;Top Air France -KLM bespreekt kasstromen; ; ; 
15017;9;0;2/2/2015;33;2;26;Tips voor de miljonair in spe: gebaar, schreeuw, overdrijf; ; ; 
34583;35;0;2/2/2015;33;2;25;Hakenkruisen geklad op oud-concentratiekamp; ; ; 
18887;35;0;2/2/2015;33;2;21;Dominique Strauss-Kahn voor de rechter in zaak over seksfeesten; ; ; 
15019;33;0;2/2/2015;33;2;26;Dagelijks 34 kilometer lopen naar werk? Deze man verdient een au; ; ; 
10017;21;0;2/2/2015;33;2;24;Chaos op het spoor, 'dagje thuiswerken dus'; ; ; 
10021;6;0;2/2/2015;33;2;24;Vierde verdachte van overval op FC Utrecht; ; ; 
34593;32;0;2/2/2015;33;2;25;V&D in onderhandeling over huurcontracten; ; ; 
20729;35;0;2/2/2015;33;2;22;Malaise Rusland treft Ford hard; ; ; 
15023;9;0;2/2/2015;33;2;26;Zwarte auto' 's, plastic bloemen en andere verboden producten; ; ; 
20735;33;0;2/2/2015;33;2;22;Verstappen 5e na 73 testronden; ; ; 
15025;21;0;2/2/2015;33;2;26;De treinen reden niet, wat zeg je dan als communicatiebaas van d; ; ; 
15027;9;0;2/2/2015;33;2;26;Begrotingsvoorstel Obama: meer geld voor ' 'nationale veiligheid; ; ; 
10025;6;0;2/2/2015;33;2;24;Toch binnenkort nieuwe Charlie Hebdo; ; ; 
34603;21;1;2/2/2015;33;2;25;Er wordt niet meer bezuinigd op Veiligheid en Justitie;1;36;5
20745;9;0;2/2/2015;33;2;22;KLM baas over eigen kas; ; ; 
18889;9;0;2/2/2015;33;2;21;Volgende Charlie Hebdo verschijnt op 25 februari; ; ; 
34609;9;0;2/2/2015;33;2;25;700 Belgisch-Nederlandse woorden nu correct Nederlands; ; ; 
10027;28;1;2/2/2015;33;2;24;D66 wil reserves provincies aanspreken voor groei;1;37;9
20755;33;1;2/2/2015;33;2;22;'Provincies moeten investeren';1;37;9
150293206;9;0;2/3/2015;34;0;9;DSK voor de rechter vanwege seksfeesten; ; ; 
150293205;9;0;2/3/2015;34;0;9;Wiebes blijft zwijgen over taksdeals; ; ; 
150293200;9;0;2/3/2015;34;0;9;Rechters straks passender te straffen; ; ; 
150293199;9;0;2/3/2015;34;0;9;De bijzondere school heeft een verhaal; ; ; 
150293198;9;0;2/3/2015;34;0;9;Simpel, simpel!; ; ; 
150293197;9;0;2/3/2015;34;0;9;15 verticaal (7): aan dieren als deze hoeft de katholiek geen voorbeeld te nemen; ; ; 
150293196;9;0;2/3/2015;34;0;9;Mét de natuur wordt het nog veiliger; ; ; 
150292283;9;0;2/3/2015;34;0;3;Kabinet werpt beetje licht op fiscale deals met multinationals; ; ; 
150292282;9;0;2/3/2015;34;0;3;[In de lijst 'De top-8' (Ten eerste, pag. 6-7, 2 fe...]*; ; ; 
150292281;9;0;2/3/2015;34;0;3;[Is het ui of ajuin? GOED Volgens het Gele Boekje c...]*; ; ; 
150292280;9;0;2/3/2015;34;0;3;Veiligheid gaat nu voor begrotingsdiscipline; ; ; 
150292279;9;0;2/3/2015;34;0;3;Gebruikte bedrijfsbedrijfsbusjes slaan bij Kiev rechtsaf; ; ; 
150292278;9;0;2/3/2015;34;0;3;Syriëgangers niet uit onderklasse; ; ; 
150292277;9;0;2/3/2015;34;0;3;Europopulisme; ; ; 
150292276;9;0;2/3/2015;34;0;3;Huisartsen moeten helemaal niet concurreren maar samenwerken; ; ; 
150290847;9;0;2/3/2015;34;0;4;"Huisarts: slikken of stikken; Contract strijdig met artseneed"; ; ; 
150290846;9;0;2/3/2015;34;0;4;Plofkip: als de markt niet mag, is overheid aan zet; ; ; 
150290844;9;0;2/3/2015;34;0;4;Merkel mijdt Tsipras; ; ; 
150290840;9;0;2/3/2015;34;0;4;"Zitting pooieraffaire; 'Feestkoning' DSK hangt tien jaar cel boven het hoofd"; ; ; 
150290206;9;0;2/3/2015;34;0;1;Bijles voor de staatssecretaris; ; ; 
150290203;9;0;2/3/2015;34;0;1;Máxima op bezoek in Veenkoloniën; ; ; 
150290197;9;0;2/3/2015;34;0;1;Station Barneveld Zuid in gebruik; ; ; 
150290195;9;0;2/3/2015;34;0;1;Meer straffen voor 'foute' rechters; ; ; 
150290194;9;0;2/3/2015;34;0;1;Kassa voor Kuifje-cover; ; ; 
150288233;9;0;2/3/2015;34;0;10;GEEN KOP; ; ; 
150288231;9;0;2/3/2015;34;0;10;Revolutie Uber lijkt al voorbij; ; ; 
150288230;9;0;2/3/2015;34;0;10;Dierenpolitie in zwaar weer; ; ; 
150288229;9;0;2/3/2015;34;0;10;TV VANDAAG - Gluren bij de wanhopige buren die hun huis proberen te verkopen; ; ; 
150287514;9;0;2/3/2015;34;0;10;Overleg DSS'14 en Neerijnen in impasse; ; ; 
150287513;9;0;2/3/2015;34;0;10;5 - recreatievaart; ; ; 
150287384;9;0;2/3/2015;34;0;5;GroenLinks wil inzicht in belastingafspraken Starbucks `Herstel Amerikaanse economie bereikt zwaksten in maatschappij niet'; ; ; 
150287378;9;0;2/3/2015;34;0;5;Pensioenfonds GSFS verliest zaak tegen DNB; ; ; 
150287373;9;0;2/3/2015;34;0;5;"CDA en D66: ze zijn eensgezind, maar toch ook weer niet helemaal; Voor Statenverkiezingen laten ze iets meer hun eigen gezicht zien"; ; ; 
150287370;9;0;2/3/2015;34;0;5;"Obama perkt met fiscale voorstellen rol van Nederland in; Onaantrekkelijker om winsten bij buitenlandse bv's te stallen"; ; ; 
150287368;9;0;2/3/2015;34;0;5;FINANCIËLE AGENDA; ; ; 
150287367;9;0;2/3/2015;34;0;5;Zwitsers nopen Deense centrale bank tot `creatieve' maatregel; ; ; 
150287363;9;0;2/3/2015;34;0;5;Opdracht Boskalis en Heijmans; ; ; 
150287361;9;0;2/3/2015;34;0;5;Top kabelbedrijf Altice koopt aandelen van Carlyle Cable Investments; ; ; 
150287360;9;0;2/3/2015;34;0;5;Ruimte groeit om beleid bij regio's onder te brengen; ; ; 
150285345;9;0;2/3/2015;34;0;7;TV Makelaar Mission Impossible: gluren bij de buren; ; ; 
150285344;9;0;2/3/2015;34;0;7;Veenkoloniën centraal bij koninklijk bezoek; ; ; 
150285343;9;0;2/3/2015;34;0;7;Parlementaire enquête nodig over rol EZ; ; ; 
150285339;9;0;2/3/2015;34;0;7;ABN Amro sluit kantoor in Stad; ; ; 
150285338;9;0;2/3/2015;34;0;7;OR Emmen waarschuwt Wientjes voor Philips; ; ; 
150285336;9;0;2/3/2015;34;0;7;Noordelijke Kamerleden knokken eensgezind voor kredietunie; ; ; 
150285334;9;0;2/3/2015;34;0;7;'Ze hebben ons vertrouwen gestolen'; ; ; 
150285333;9;0;2/3/2015;34;0;7;'Zelf vinden we de reportage geslaagd'; ; ; 
150284333;9;0;2/3/2015;34;0;7;Agenda van de Veenkoloniën centraal bij koninklijk bezoek; ; ; 
150284332;9;0;2/3/2015;34;0;7;Jongerenraad is er klaar voor; ; ; 
150284331;9;0;2/3/2015;34;0;7;'Ze hebben ons vertrouwen gestolen'; ; ; 
150284329;9;0;2/3/2015;34;0;7;Bezorging kranten iets vertraagd; ; ; 
150282499;9;0;2/3/2015;34;0;6;Topdrukte bij zaak Strauss-Kahn; ; ; 
150282497;9;0;2/3/2015;34;0;6;Strauss-Kahn voor de rechter om seksfeesten; ; ; 
150282302;9;0;2/3/2015;34;0;2;"Niets mis met zwarte hulp; Brief van de dag"; ; ; 
150282301;9;0;2/3/2015;34;0;2;"Aanval op de diesel- rijder; Kabinet wil nieuwe auto's ook aanpakken"; ; ; 
150282300;9;0;2/3/2015;34;0;2;JOVD: Behoud tippelzone; ; ; 
150282299;9;0;2/3/2015;34;0;2;Dienaar van de Kroon zetbaas van Brussel; ; ; 
150282298;9;0;2/3/2015;34;0;2;Een bloedbad dreigt bij V; ; ; 
150282296;9;0;2/3/2015;34;0;2;"Scholing; MIJN VRAAG"; ; ; 
150282289;9;0;2/3/2015;34;0;2;Kempen; ; ; 
150282283;9;0;2/3/2015;34;0;2;Kijkje in grote belastingdeals; ; ; 
150282281;9;0;2/3/2015;34;0;2;"'Feestkoning' blijft lachen; Pooierproces DSK van start"; ; ; 
150277976;9;0;2/3/2015;34;0;8;Minder Nederlandse transfers in winterstop; ; ; 
148571846;9;0;2/3/2015;34;0;8;Merkel paait Hongaarse 'paria' Orbán; ; ; 
148571844;9;0;2/3/2015;34;0;8;Luchtvaart Bestuur van Air France-KLM bevestigt afspraak kasbeheer; ; ; 
148571843;9;0;2/3/2015;34;0;8;Gehaaid en ijdel vertolker van de Spaanse onvrede; ; ; 
148571842;9;0;2/3/2015;34;0;8;Minister, mijd die wapenbeurs in Midden-Oosten; ; ; 
148571840;9;0;2/3/2015;34;0;8;Arnhems hof: fiscus in de fout met aanslagen zwartspaarder; ; ; 
148571838;9;0;2/3/2015;34;0;8;Nederlands Kamerkoor verhuist naar Utrecht; ; ; 
148571835;9;0;2/3/2015;34;0;8;'Ik kreeg zestien jaar lang geen salaris'; ; ; 
148571834;9;0;2/3/2015;34;0;8;Wiebes: meer openheid over belastingafspraken; ; ; 
148571828;9;0;2/3/2015;34;0;8;"Weer een geliefde professor die een 'melkertje' uitlokt; Entree"; ; ; 
148571827;9;0;2/3/2015;34;0;8;Tunesië Fundamentalisten Ennahda toch in kabinet; ; ; 
148571826;9;0;2/3/2015;34;0;8;Westen verdeeld over wapens voor Oekraïne; ; ; 
148571825;9;0;2/3/2015;34;0;8;[INHOUD Binnenland 6-9 | Het Grote Verhaal 10-11...]*; ; ; 
150293207;9;1;2/3/2015;34;0;9;KLM blijft baas over eigen bankrekening;4;58;9
150293204;9;1;2/3/2015;34;0;9;Pensioenfondsen zien dekkingsgraad dalen;0;58;9
150293203;9;1;2/3/2015;34;0;9;Rabo voorspelt fikse stijging hypotheekrente;0;26;9
150293202;9;1;2/3/2015;34;0;9;Griekse industrie krimpt snel;0;8;5
150293201;9;1;2/3/2015;34;0;9;Kroatië schrijft schuld van 60.000 burgers af;1;58;9
150292289;9;1;2/3/2015;34;0;3;Banken begeleiden beursgang;1;57;9
150292288;9;1;2/3/2015;34;0;3;Wordt hypotheek echt weer duurder?;3;26;9
150292287;9;1;2/3/2015;34;0;3;Duitse warenhuizen Karstadt staan voor drastische sanering;0;58;9
150292286;9;1;2/3/2015;34;0;3;Grieken willen schuld omzetten in obligaties;1;10;9
150292285;9;1;2/3/2015;34;0;3;Sociaal plan of cao geldt nog iets langer;1;16;9
150292284;9;1;2/3/2015;34;0;3;Afwachtende handelsdag eindigt overal in de plus;4;58;9
150290845;9;1;2/3/2015;34;0;4;Pensioenfondsen achteruit;0;58;9
150290843;9;1;2/3/2015;34;0;4;"'Hypotheekrente loopt flink op'; Rabotopman Bert Bruggink waarschuwt";0;26;9
150290838;9;1;2/3/2015;34;0;4;Beurzen beginnen maand voorzichtig positief;4;58;9
150290209;9;1;2/3/2015;34;0;1;Elk land zijn eigen Syriza;1;2;9
150290208;9;1;2/3/2015;34;0;1;'Niet bang voor rentespook';1;26;9
150290207;9;1;2/3/2015;34;0;1;Fugro doet het goed in de AEX;4;58;9
150290205;9;1;2/3/2015;34;0;1;Meer banen door uitbreiding terminal;4;17;5
150290204;9;1;2/3/2015;34;0;1;Slechts 14 procent webshops rendabel;0;58;9
150290202;9;1;2/3/2015;34;0;1;Econoom De Grauwe begrijpt niets van Nederlandse angst;0;58;9
150290201;9;1;2/3/2015;34;0;1;Industrie trapt het gaspedaal dieper in;4;3;5
150290200;9;1;2/3/2015;34;0;1;Dekkingsgraad keldert;0;58;9
150290199;9;1;2/3/2015;34;0;1;De schrik van rechts Amerika;0;2;9
150290198;9;1;2/3/2015;34;0;1;Huren voor allerarmsten in Amsterdam niet omhoog;1;58;9
150290196;9;1;2/3/2015;34;0;1;Huizenprijzen stegen hardst in Flevoland;1;22;9
150290193;9;1;2/3/2015;34;0;1;KLM blijft baas over eigen kas;1;58;9
150288236;9;1;2/3/2015;34;0;10;GEEN KOP;9;25;9
150288235;9;1;2/3/2015;34;0;10;Het einde van de trojka is in zicht;0;10;9
150288234;9;1;2/3/2015;34;0;10;Rabo bedrijft politiek met angstscenario hypotheekrente;0;26;9
150288232;9;1;2/3/2015;34;0;10;Buffers bij de bank;4;57;9
150287385;9;1;2/3/2015;34;0;5;Onzekerheid over Griekse plannen maakt Europa steeds nerveuzer;3;10;9
150287383;9;1;2/3/2015;34;0;5;`Griekenland open voor investeerders';1;10;9
150287382;9;1;2/3/2015;34;0;5;Weinig alternatief voor bankkrediet;0;58;9
150287381;9;1;2/3/2015;34;0;5;Eurocommissaris: `Frankrijk moet arbeidsmarkt hervormen';1;2;9
150287380;9;1;2/3/2015;34;0;5;"Brussel ziet in Griekse onvrede kans op machtsgreep; Jean-Claude Juncker ziet zijn kans schoon om het IMF en de ECB te verjagen uit crisisrol";0;10;9
150287379;9;1;2/3/2015;34;0;5;Julius Baer gaat bezuinigen als gevolg van duurdere Zwitserse frank;1;58;9
150287377;9;1;2/3/2015;34;0;5;"Nieuwe beursbaas houdt geloof in mkb-ambitie; Maurice van Tilburg wil grotere rol beurs bij financiering mkb";4;58;9
150287376;9;1;2/3/2015;34;0;5;Deelstaten werken hun financiële tekorten weg;4;2;9
150287375;9;1;2/3/2015;34;0;5;"Eigen Huis kraakt uitspraken van Rabo-topman over hogere rente; Belangenvereniging noemt voorspelling over stijging hypotheekrente `voorbarig'";0;26;9
150287374;9;1;2/3/2015;34;0;5;Inkopers rekenen op stevige groei van Nederlandse industrie;4;2;5
150287372;9;1;2/3/2015;34;0;5;Dekking pensioenen weer fors achteruit;0;58;9
150287371;9;1;2/3/2015;34;0;5;De geloofwaardigheid van de Europese Centrale Bank staat op het spel;0;58;9
150287369;9;1;2/3/2015;34;0;5;AEX wacht op nieuws en sluit nipt hoger dankzij eindsprintje;4;25;9
150287366;9;1;2/3/2015;34;0;5;Spaanse industrie sterker gegroeid;4;2;9
150287365;9;1;2/3/2015;34;0;5;Winst van ExxonMobil daalt in vierde kwartaal met 21%;0;51;9
150287364;9;1;2/3/2015;34;0;5;Lange rente Nederland zakt tot iets onder de 1%;1;27;9
150287362;9;1;2/3/2015;34;0;5;"Private-equityhuizen maken in 2014 recordaantal bedrijven te gelde; Investeerders doen meer bedrijven van de hand dan voor het begin van de crisis";1;58;5
150285342;9;1;2/3/2015;34;0;7;KLM blijft baas over eigen kas;1;58;9
150285341;9;1;2/3/2015;34;0;7;Goedkope euro: melkprijs iets hoger;4;19;9
150285340;9;1;2/3/2015;34;0;7;Werkgever betaalt eenmaal bij ontslag;1;58;9
150285337;9;1;2/3/2015;34;0;7;Syriza inspireert slachtoffers economische crisis in Europa;4;8;9
150285335;9;1;2/3/2015;34;0;7;Rabobank waarschuwt voor hogere rentelasten;0;26;9
150284330;9;1;2/3/2015;34;0;7;'Zorggroep doet niets met advies';0;16;9
150282500;9;1;2/3/2015;34;0;6;Confrontatie. `Merkel wil geen gesprek met nieuwe Griekse premier Tsipras';0;10;9
150282498;9;1;2/3/2015;34;0;6;V;1;58;9
150282303;9;1;2/3/2015;34;0;2;"De staat gaat voor zeker; Groep van 26 zakenbanken dingen mee naar rol bij beursgang ABN Amro";1;57;9
150282297;9;1;2/3/2015;34;0;2;Klaagzang;0;26;9
150282295;9;1;2/3/2015;34;0;2;Obama wil ook winst buitenland;1;58;9
150282294;9;1;2/3/2015;34;0;2;Amerikanen zien slechte cijfers;0;2;9
150282293;9;1;2/3/2015;34;0;2;"Langlopend populair; Korte negatieve rente laat beleggers geen keus";0;2;1
