id,date,headline,mediumid,medium,creator,byline,addressee,section,url,length,page,text
163416283,2015-06-02T00:00:00,Enquêtes,6,De Telegraaf,,,,DFT; Blz. 25,,210,,"Hoewel de Fyra-enquête nog in volle gang is, doemt er alweer een potentieel
nieuw onderwerp voor de parlementariërs op. Het weggeven of verkwanselen van
luchtvaartmaatschappij KLM aan Air France, met als bijkomend effect een
uitgekleed Schiphol. En met grote gevolgen voor de werkgelegenheid in Nederland.

Ondanks talloze parlementaire enquêtes nemen politici elke keer weer genoegen
met mondelinge toezeggingen in plaats van harde afspraken. Minister Eurlings van
Verkeer en Waterstaat besloot in 2010 genoegen te nemen met minder garanties dan
bij het samengaan van Air France en KLM in 2003. Minister Dijsselbloem van
Financiën vindt het stemrecht van 30% in Air France KLM geen probleem.
Staatssecretaris Mansveld, die na de afgewende kasroof van KLM door de
moedermaatschappij zonder afspraken op papier terugkwam. De Staat als
aandeelhouder laat zich makkelijk ringeloren.

De gang van zaken rond KLM en Schiphol is een laatste kans om tot een
gezamenlijke visie en aanvalsplan te komen voor de Nederlandse luchtvaartsector.
Want het gaat niet alleen maar om KLM, maar ook om het routenetwerk dat zij
verzorgen vanaf Schiphol. In plaats van vette dividenden te incasseren kan de
Staat zo komen tot een goedkopere en betere luchthaven.

LANGUAGE: DUTCH; NEDERLANDS"
163416284,2015-06-02T00:00:00,Gesjoemel: ambtenaar ontslagen,6,De Telegraaf,,,,Nieuws-Regio-Rotterdam; Blz. 16,,119,,"PAPENDRECHT  Een medewerker van de gemeente Papendrecht is op staande voet
ontslagen vanwege een reeks misstanden.  Uit onderzoek van een
bedrijfsrecherchebureau is gebleken dat de ambtenaar goederen en diensten van de
gemeente voor eigen gebruik aanwendde.

Daarnaast is aan het licht gekomen dat deze persoon contant geld aannam bij het
beheer van de gemeentelijke begraafplaats. Ook wordt de voormalige medewerker
verdacht van verduistering.

De gemeente spreekt van ernstig plichtsverzuim en heeft ook aangifte bij de
politie gedaan. Er is een strafrechtelijk onderzoek tegen de man begonnen. Aan
de hand van de uitkomsten zal worden bepaald of de ontslagen medewerker ook
vervolgd zal worden.

LANGUAGE: DUTCH; NEDERLANDS"
163416470,2015-07-08T00:00:00,'Klijnsma traag in de goede richting'; Einde doorsneepremie blijft pijnpunt,6,De Telegraaf,,,,DFT; Blz. 24,,549,,"Jan Braaksma  Amsterdam  De plannen van staatssecretaris Jetta Klijnsma (Sociale
Zaken en Werkgelegenheid) om het pensioenstelsel te moderniseren worden met
gemengde gevoelens ontvangen.  Het voornemen van Klijnsma om in 2020 de
doorsneepremie te vervangen voor een systeem van degressieve opbouw, waarin
iedereen dezelfde premie blijft betalen maar de opbouw afneemt naarmate het
pensioen dichterbij komt, kan op veel bijval rekenen.  De doorsneepremie
blokkeert wezenlijke vernieuwing in het pensioensysteem , zegt pensioenexpert
Masha Bril van ABN Amro Mees Pierson.

De doorsneepremie betekent immers een subsidie van jonge werknemers naar oude
werknemers. Ouderen betalen te weinig premie voor hun pensioenopbouw, jongeren
te veel.  Dat probleem lost staatssecretaris Klijnsma op , zegt Bril.  Maar
andere subsidieposten niet, bijvoorbeeld tussen laag- en hoogopgeleiden en
mannen en vrouwen. Het is de vraag of je dat wil oplossen, maar in het voorstel
wordt dat nu niet benoemd.

Pensioendeskundige en advocaat Theo Gommer (Akkermans & Partners) betwijfelt of
afschaffen van de doorsneepremie Europeesrechtelijk wel kan.  Een van de redenen
waarom bedrijfstakpensioenfondsen verplicht gesteld mogen zijn is solidariteit.
Nu verdwijnt een deel daarvan, namelijk de solidariteit tussen jong en oud. Maar
Klijnsma verzwijgt dat het gevolg hiervan kan zijn dat de verplichtstelling op
de helling kan komen te staan.

Vera Hek en Erik Schouten, adviseurs bij Aegon Adfis, zien een ander juridisch
probleem bij het invoeren van de degressieve opbouw, omdat deze in feite een
leeftijdsafhankelijke pensioenopbouw is.  Leeftijdsonderscheid in
arbeidsvoorwaarden is verboden op grond van de Wet Gelijke Behandeling op grond
van Leeftijd bij arbeid (WGBL), tenzij dat leeftijdsonderscheid objectief
gerechtvaardigd is. Het zal best nog een uitdaging worden om deze
rechtvaardigingsgrond te vinden.

Gommer mist concrete invulling van de plannen van Klijnsma. Het afschaffen van
de doorsneepremie kost bijvoorbeeld EUR 100 miljard, berekende het Centraal
Planbureau (CPB).  Klijnsma adresseert dat probleem, maar zegt niet hoe ze het
op wil lossen. Ik zeg niet dat het makkelijk is, maar maak een keuze!

Ook vindt de pensioenadvocaat het jammer dat de staatssecretaris voorbij gaat
aan vernieuwing van de uitkeringsfase.  En dat terwijl er in 2020 meer pensioen
wordt uitgekeerd dan er aan premie en rendement bij komt.

Verder ontbreekt volgens Gommer verdere uitwerking van de begrippen
keuzevrijheid en maatwerk.  Klijnsma suggereert bijvoorbeeld dat werknemers hun
pensioen kunnen gebruiken om hun hypotheek mee af te lossen. Maar kunnen alleen
jongeren dat doen, of iedereen? En komt dat geld uit de pensioenpot, of moeten
zij daar pensioenpremie voor gebruiken?

Pensioenspecialist Masha Bril kan meer begrip opbrengen voor de behoedzaamheid
van Klijnsma.  Kijk wat er de afgelopen drie jaar al is gebeurd. Het oude
systeem is langzaam losgeweekt. De kern van het systeem is de doorsneepremie.
Dat er met de sociale partners overlegd wordt hoe dit probleem opgelost moet
worden, lijkt mij logisch. Zulke beslissingen kosten altijd een paar jaar tijd.
Dat lijkt mij op het eerste gezicht ook lang, maar het is wel begrijpelijk.

LANGUAGE: DUTCH; NEDERLANDS"
163416472,2015-07-08T00:00:00,11%,6,De Telegraaf,,"Reekers, Arno",,DFT; Blz. 25,,28,,"Met dit percentage steeg de werkgelegenheid voor uitzendkrachten is in het
eerste halfjaar. De grootste groei zat bij de techniek met 25% meer dan eerste
helft 2014.

LANGUAGE: DUTCH; NEDERLANDS"
163416473,2015-07-08T00:00:00,In handen van een foute man; Schrijfster Maria Genova vraagt opnieuw aandacht voor slachtoffers van loverboys,6,De Telegraaf,,,,Vrouw; Blz. 8,,896,,"Marjolein Hurkmans

Ze schreef al eerder een boek over vrouwenhandel. Maria Genova, zelf afkomstig
uit Bulgarije, is begaan met het lot van vrouwen die hierheen gelokt worden met
mooie verhalen over werkgelegenheid en beloftes van gouden bergen, maar
uiteindelijk ongewild terecht komen in de prostitutie.  Zoals Anna (42). Ze
speelde al de hoofdrol in 'Man is stoer, vrouw is hoer' en is nu opnieuw aan het
woord in Maria's nieuwe boek 'Gedwongen Liefde'. Anna ontmoette een man die erg
lief leek, maar later een loverboy bleek te zijn.

Ik denk dat hij vooral met me getrouwd is omdat ik heel resoluut weigerde voor
hem als hoer te werken. Waarschijnlijk was dat oorspronkelijk wel zijn bedoeling
met mij. Toen ik daar niet voor in bleek, ging hij andere vrouwen ronselen. Ik
was thuis en zorgde voor de kinderen.

Voor zover ik wist was hij chauffeur voor vrouwen die 'in het vak' zaten. Ik had
geen idee dat hij hun pooier was en dat hij met al die vrouwen er ook nog een
zogenaamde relatie op nahield. Ze dachten allemaal dat ze zijn ware liefde
waren, wisten niet eens van mijn bestaan. En ze verdienden geld als hoer omdat
hij dat van hen vroeg. Met mooie woorden als: 'dan kunnen we sparen en straks
een huisje aan zee kopen.'

Toen de uitgeverij Maria benaderde voor een herziene versie van het succesvolle
boek uit 2010 besloot ze Anna's verhaal opnieuw te vertellen. En er meer vrouwen
bij te betrekken. Want hoe ging het verder met de moedige echtgenote van een
loverboy? En hoeveel vrouwen als Anna zijn er eigenlijk in Nederland?

Gedwongen   Je leest dit soort verhalen wel eens in de krant , legt de
schrijfster uit.  Maar dan denk je: dit zijn uitzonderingen. In werkelijkheid is
dat heel anders. Er zitten duizenden vrouwen in de prostitutie die daar zelf
niet voor gekozen hebben. Van die vrouwen moet 95 procent vrijwel alles wat ze
verdienen afdragen.

Wat je in de krant leest, is het topje van de ijsberg. Dat gaat over de enkele
vrouwen die bevrijd worden na fysieke en psychische bedreigingen. Er is een veel
grotere groep die zichzelf zogenaamd vrijwillig prostitueert, maar dat in feite
doet omdat ze een 'vriend' hebben die hen emotioneel dwingt om uit 'liefde' dat
werk te doen. En dan zijn er ook nog heel veel vrouwen die denken dat de pooiers
het verdiende geld voor hen sparen, terwijl dat niet het geval is. Ze worden
bedrogen en blijken vaak jarenlang voor niets gewerkt te hebben.

Toen Anna er dankzij de politie achterkwam wat de werkelijke inkomstenbron was
van haar echtgenoot, is ze langs gegaan bij de vrouwen die voor hem werkten.
Alleen al de verbijsterde blikken toen ik ze vertelde dat ik zijn vrouw was ,
zegt ze.  Sommigen wilden het niet geloven en een meisje is ondanks dat ik haar
de waarheid vertelde, gewoon bij hem gebleven en voor hem blijven werken. Want
tussen hen is het wel echte liefde. Denkt ze...

Maria:  Het is het verhaal van heel veel vrouwen. Ze blijven mannen die hen
mishandelen op welke manier dan ook, nieuwe kansen geven. Soms wel tot vijf, zes
keer. Vooral vrouwen van allochtone afkomst. Want wat moeten ze anders? Ze zijn
voor zo'n vent naar Nederland gekomen en kennen verder niemand. Waar moeten ze
heen? Daarbij zit het ook in de vrouwelijke aard om steeds maar te blijven
denken: voor mij verandert hij wel. En die mannen zijn heel manipulatief. Ze
zijn nooit voor honderd procent fout, kunnen ook heel romantisch en lief doen.
We noemen ze niet voor niets 'loverboys'. Dus dan denkt zo'n meisje al snel: zie
je wel, eigenlijk is het een hele goede man. En als hij zijn ware aard laat
zien, denken ze dat het aan hen ligt; dat zij het hebben verpest.

Anna's man belandde in de gevangenis. Van daaruit bleef hij haar afwisselend
bedreigen en de liefde betuigen.  Ik heb vaak gezegd dat hij moest stoppen met
me te bellen, maar hij bleef doorgaan. Zeker toen hij hoorde van het boek, werd
hij woedend. Hij zou mijn kinderen tegen me opzetten, als hij weer vrij was.
Daar ben ik wel bang voor geweest. Ik weet hoe goed hij kan manipuleren. Hij
heeft uiteindelijk vijf jaar gekregen en daarvan heeft hij drieënhalf jaar
uitgezeten. Inmiddels is hij weer vrij. Vooralsnog is er niks naars gebeurd. Ik
ben ook niet meer bang van hem.

Maria:  De man van Anna heeft in vergelijking met andere loverboys nog best lang
gezeten. Dat komt omdat er ook een beschuldiging van verkrachting bij zat.
Gemiddeld komen loverboys alweer vrij na één jaar en tien maanden. Dat is niet
lang genoeg voor vrouwen als Anna om zichzelf weer bij elkaar te rapen.

Slachtoffers   Anna heeft haar leven weer opgepakt, een opleiding gevolgd en
werk gezocht. De meeste slachtoffers zijn slechter af. Ik snap niet dat de
overheid dit soort kwesties niet beter oppakt. Hulp komt altijd pas achteraf.
Terwijl het zo gemakkelijk zou zijn om al bij de poort te waarschuwen.
Prostituees moeten zich inschrijven bij de Kamer van Koophandel. Maak een wet
die zegt dat ze eerst voorlichting moeten krijgen over de gevaren van het beroep
voordat hun inschrijving goedgekeurd wordt. Nu hebben heel veel vrouwen totaal
geen idee wat ze boven het hoofd hangt. Als ze eenmaal aan het werk zijn en
bedreigd worden door een pooier, is het heel lastig voor de instanties om ze te
bereiken. Met het huidige systeem is Nederland een pooierparadijs.

LANGUAGE: DUTCH; NEDERLANDS"
163416474,2015-07-07T00:00:00,Griekse tik voor AEX,6,De Telegraaf,,"Brand, Jurry",,DFT; Blz. 24,,250,,"De AEX-index is met een overzichtelijk verlies gesloten. Onzekerheid rond
Griekenland speelde de markten wel duidelijk parten, maar de beurzen zakten niet
door het ijs.

De AEX sloot 1,5% lager op 467,25 punten. De Midkap daalde 0,9% naar 696,49
punten.

De eerste handelsdag na het Griekse 'nee' verliep daarmee behoorlijk rustig.
Het kan nog alle kanten op, maar de markt reageert beheerst en professioneel. So
far so good , zeg maar , zei handelaar Frank Bonsee (ABN Amro).  Je zag ook bij
opening al dat de obligatiemarkt zich redelijk netjes hield. De beweging is veel
minder groot dan vorige week maandag.

Beleggingsstrateeg Simon Wiersma (ING Investment Office) denkt dat beleggers die
een 'koopmomentje' zagen er mede voor zorgden dat de beurzen niet door het ijs
zijn gezakt.  Voor daghandelaren zijn dit spannende dagen, maar voor
langetermijnbeleggers ligt dat anders. In de eurozone gaat de groei gewoon door.
Feitelijk zijn de condities niet wezenlijk veranderd ten opzichte van een tijdje
geleden.

Als er nieuw overleg komt, dan kan het 'nog wel eens flink botsen op de
schuldverlichting', zegt Wiersma. In principe zijn er vier mogelijkheden om van
schuld af te komen, schetst hij: economische groei, inflatie, bezuinigen of
'afstempelen'.  Groei en inflatie zijn er niet, en bezuinigingen wil het Griekse
volk niet meer. Daarom blijft er eigenlijk nog maar één optie over. Misschien
kan het IMF hier als bemiddelaar optreden.

Jurry Brand

LANGUAGE: DUTCH; NEDERLANDS"
163416476,2015-07-04T00:00:00,WW teruggeschroefd,6,De Telegraaf,,,,OverGeld; Blz. 16,,87,,"Met ingang van 2016 gaan de werkloosheidsuitkeringen op de schop. De WW-duur
wordt elk kwartaal een maand korter. Werknemers die in 2019 hun baan verliezen,
kunnen dan nog maximaal 24 maanden een uitkering krijgen. Momenteel is de
maximale WW-duur 38 maanden. Werkenden bouwen straks ook minder WW-rechten op.
De eerste tien arbeidsjaren blijven recht geven op een maand WW per gewerkt
jaar, maar daarna wordt elk dienstjaar goed voor slechts een halve maand. Aan
WW-rechten die vóór 2016 zijn opgebouwd, wordt niet getornd.

LANGUAGE: DUTCH; NEDERLANDS"
163429996,2015-06-22T00:00:00,Circusmedewerker ontslagen na slaan olifant met knuppel,8,Algemeen Dagblad,,,,Nieuws,,119,,"Circus Renz International heeft een medewerker die een olifant had mishandeld
in het Utrechtse Wilnis op staande voet ontslagen. Een voorbijganger had het
incident gefilmd en op Facebook gezet. Op de video is te zien hoe de medewerker
de olifant tikken geeft met een knuppel.

De familie Renz 'betreurt ten zeerste' wat er gebeurd is, aldus een
woordvoerster. De olifant is al 30 jaar bij het circus. De ontslagen medewerker
werkte er pas 2 weken. ,,Meestal hebben we goede mensen,'' aldus de zegsvrouw.
,,Zo gaan we niet met dieren om.''

Het incident gebeurde bij Circus Renz International, dat afkomstig is uit
Berlijn. Het wordt soms verward met het Nederlandse circus Herman Renz.




VIEW ORIGINAL PAGE: ,

LANGUAGE: DUTCH; NEDERLANDS"
163429997,2015-06-19T00:00:00,Drentse 50-plusser weer aan het werk,8,Algemeen Dagblad,,,,Stad en Land; Blz. 21,,96,,"Assen

Voor het eerst in 6 jaar loopt het aantal Drentse 50-plussers zonder baan terug.
In het eerste kwartaal van dit jaar daalde het aantal oudere WW'ers in de
provincie met 6,4 procent, nog harder dan in de rest van het Noorden. Dat blijkt
uit de jongste cijfers van het UWV. Ruim 3800 Drentse 50-plussers zaten thuis,
6,4 procent minder dan bij de jaarwisseling. Toen was juist sprake van een piek
in de werkloosheid in deze leeftijdsgroep. Het UWV verwacht dat de dalende trend
ook in 2015 en 2016 doorzet dat oudere Nederlanders weer werk vinden.




VIEW ORIGINAL PAGE:

LANGUAGE: DUTCH; NEDERLANDS"
163429998,2015-06-19T00:00:00,Na 1 juli 6 weken wachten op eerste uitkering,8,Algemeen Dagblad,,NATASJA DE GROOT,,Economie; Blz. 22,,292,,"Wie na 1 juli werkloos wordt, moet zelf zijn inkomsten opgeven aan het UWV, ook
als er helemaal geen geld binnenkomt. Doet de werkloze dat niet, dan krijgt hij
geen uitkering. Ook moeten mensen die na 1 juli in de WW terechtkomen 6 weken
wachten op hun eerste uitkering. De uitkeringsinstantie verwacht veel vragen
hierover en zet tot eind dit jaar extra manschappen in.



,,We proberen mensen die werkloos worden met brieven en allerlei campagnes
hierop attent te maken,"" zegt Fred Paling, die in de raad van bestuur van het
UWV zit.

Voor nieuwe WW'ers - zo'n 50.000 mensen per maand - geldt per 1 juli dat zij
vanaf de eerste dag van de volgende maand zelf moeten opgeven wat zij verdienen.
De betaling van de uitkering volgt dan 3 tot 10 werkdagen na de opgave. Concreet
houdt dit in dat mensen niet meer aan het eind van de maand het geld gestort
krijgen, maar pas de tweede helft van de maand erop.

Overigens blijkt uit een onderzoek dat de formulieren niet simpel zijn; 99
procent van de mensen maakte een fout bij het invullen. Niet op alle
salarisstrookjes staat even duidelijk aangeven wat het zogeheten sv-loon is.
Bovendien hebben sommige mensen meerdere opdrachtgevers.

Door het nieuwe systeem kan het UWV meteen controleren of de gegevens die een
WW'er opgeeft, kloppen. Voorheen deed het UWV steekproefsgewijs controles. In de
nieuwe systematiek vindt er loonverrekening plaats. Dat betekent dat van elke
euro die een WW-gerechtigde met werken verdient, hij 30 cent mag houden. Het
idee hierachter is dat het voor WW'ers weer loont om te gaan werken. Voor mensen
die nu al een WW-uitkering ontvangen, verandert er niets.

De veranderingen zijn een gevolg van de nieuwe Wet Werk en Zekerheid die per 1
juli ingaat.




VIEW ORIGINAL PAGE:

LANGUAGE: DUTCH; NEDERLANDS"
163429999,2015-06-19T00:00:00,Uitkering is geen pretje,8,Algemeen Dagblad,,,,Service,,127,,"Oudere en werk II

'Oudere wil helemaal niet zo graag werken' (Brieven 18-6). Allereerst zou ik
graag de leeftijd willen weten van Frank de Vries te Nieuwegein en hem willen
vragen, waar hij deze wijsheid vandaan heeft. Ik ben zo'n 'oudere' (57 jaar) en
sinds een half jaar onvrijwillig werkloos. Ik kan meneer vertellen dat ik er na
een half jaar al achter ben dat je geen kans krijgt om te laten zien wat je
waard bent. En een uitkering ontvangen is geen lolletje hoor! Hoewel ik mij geen
moment verveel, het hartstikke druk heb en me wel eens afvraag hoe ik alles
voorheen deed, wil ik liever gisteren dan vandaag aan het werk. Is meneer er ook
van op de hoogte dat een WW-uitkering eindig is?

Ellen Jansen, Schoonhoven.




VIEW ORIGINAL PAGE: ,

LANGUAGE: DUTCH; NEDERLANDS"
163430000,2015-06-19T00:00:00,"'Veteranen? Graag, ze zijn doelgericht en stressbestendig'",8,Algemeen Dagblad,,CAREL VAN DER VELDEN,,Nieuws,,196,,"Ze deden wereldwijd belangrijk en gevaarlijk werk. Werkloze oorlogsveteranen
verdienen daarom steun bij het vinden van een baan. Dat vindt de nieuwe
stichting Onbekende Helden. De daad werd gisteren bij het woord gevoegd in
Capelle aan den IJssel. Als eerste Nederlandse bedrijf verplicht de Vanad Group
zich om veteranen een baan te helpen.

Luitenant-generaal Bart Hoitink plakte de sticker met de tekst 'hier werken
veteranen' op de deur van het bedrijf dat actief is op het gebied van informatie
en communicatie. Exacte cijfers ontbreken, maar onder de 110.000 veteranen is de
werkloosheid relatief hoog. Velen kampen met posttraumatische stoornissen.
Anderen keerden lichamelijk gehandicapt terug van hun missie.

Oprichter Ad Nederlof van de Vanad Group verbindt zich met overtuiging aan de
stichting. ,,Ik vind het bizar dat mensen die voor de vrijheid hun leven
riskeerden, zonder werk zitten. Ons bedrijf neemt deze mensen graag aan.''

Bij het bedrijf werken inmiddels zeven veteranen en daar komen er nog tien bij.


,,De veteranen die hier werken, voldoen prima. Ze zijn avontuurlijk,
stressbestendig, doelgericht en loyaal. En teamplayers!''




VIEW ORIGINAL PAGE: ,

LANGUAGE: DUTCH; NEDERLANDS"
163430001,2015-06-19T00:00:00,'Banenmachine' Wiebes draait op pruttelstand,8,Algemeen Dagblad,,LAURENS KOK,,Nieuws,,610,,"Resultaat belastingplan valt tegen

Het nieuwe belastingplan zou minstens 100.000 nieuwe banen opleveren, beloofde
het kabinet op Prinsjesdag. Nu de plannen er daadwerkelijk liggen, valt dat
aantal vies tegen. Het worden er hooguit 60.000 en mogelijk zelfs maar 35.000.

Daarmee schroeven de coalitiepartijen VVD en PvdA hun ambities flink omlaag. De
belastinghervoming moest het stelsel minder ingewikkeld maken en niet langer
banengroei belemmeren door de relatief hoge belasting op arbeid. In een tijd van
hoge werkloosheid moet de banenmachine aangezwengeld, aldus premier Mark Rutte.


Ondanks de 5 miljard euro aan belastinghervormingen, lukt het niet die belofte
na te komen. Zeker niet in de 'basisvariant' met alleen wijzigingen in de
inkomstenbelasting. Zo'n verandering levert op termijn 35.000 banen op, kosten
143.000 euro per arbeidsplaats.

Compenseren

Slaagt de coalitie erin de oppositie mee te krijgen met veel verdergaande
wijzigingen, bijvoorbeeld door het grotendeels schrappen van het lage btw-tarief
(behalve voor levensmiddelen), dan levert dat nog eens 25.000 extra
arbeidsplaatsen op. Maar die 60.000 banen komen niet in de buurt van de 100.000.


Bronnen in de coalitie voeren verzachtende omstandigheden aan. Het getal is
lager uitgekomen omdat het kabinet rekening houdt met wensen van verschillende
partijen. Zo ligt er de eis van de PvdA dat niemand erop achteruit mag gaan, ook
ouderen en uitkeringsgerechtigden niet. Het geld om die groepen te compenseren
remt volgens het gebruikte rekenmodel van het Centraal Planbureau (CPB) de
beoogde banengroei.

Achteraf lijkt het kabinet spijt te hebben dat het exact 100.000 banen heeft
genoemd. Vorig jaar al moest staatssecretaris Eric Wiebes erkennen dat het getal
een 'grove schatting' was, slechts gebaseerd op de 'spoorboekjes' van het CPB.
Inmiddels heeft Financiën zich voorgenomen nooit meer met zoveel bravoure harde
getallen te presenteren.

Daarmee is de kous nog niet af. D66 wil het kabinet aan de belofte van 100.000
banen houden, desnoods met nog wat rigoureuzere hervormingen. De partij mist net
als GroenLinks bovendien vergroening in de plannen en wil vervuiling en
verspilling zwaarder belasten.

De coalitie onderhandelt vanaf volgende week donderdag, een dag na het debat,
verder met D66, GroenLinks, ChristenUnie en SGP achter gesloten deuren.

Tijdens het overleg dat het kabinet woensadagavond had met de leiders van de
oppositiepartijen, heeft premier Rutte ze allemaal op de man af gevraagd of ze
bereid waren 'serieus en in vertrouwen door te praten tot er een akkoord is'.

CDA-leider Sybrand Buma zei als enige 'nee': hij wil zijn handen vrij houden in
de Tweede Kamer. SGP en GroenLinks gaven aan wel te willen praten. Arie Slob van
de ChristenUnie zou er wat omheen gedraaid hebben. Maar toen D66-voorman
Alexander Pechtold zei niet te weten of hij wel mee wilde doen omdat er zonder
de ChristenUnie 'geen meerderheid is in de Eerste Kamer', ging ook Slob
overstag.

Motorrijtuigenbelasting

Het kabinet heeft gisteren nog een andere belastingbelofte gedaan: de
motorrijtuigenbelasting gaat vanaf 2017 met 2 procent omlaag. Daarnaast worden
nieuwe auto's stapsgewijs goedkoper: de aanschafbelasting (BPM) zal in 2020 met
12 procent gedaald zijn.

Auto's zonder ingebouwde roetfilters gaan juist flink meer wegenbelasting
betalen. Ook leaserijders met een hybride of plug-inauto zijn vanaf 2017
slechter af. Alleen volledig elektrische auto's vallen straks nog in het lage
bijtellingstarief van 4 procent. Bestaande leasecontracten worden
geresepecteerd.

100.000 banen was slechts een grove schatting op basis CPB-spoorboekjes (-Eric
Wiebes)




VIEW ORIGINAL PAGE:

GRAPHIC: Zijn banenbelofte zet staatssecretaris Wiebes klem.
FOTO ANP

LANGUAGE: DUTCH; NEDERLANDS"
163430002,2015-06-19T00:00:00,'Banenmachine' Wiebes draait op pruttelstand,8,Algemeen Dagblad,,LAURENS KOK,,Nieuws; Blz. 10,,609,,"Resultaat belastingplan valt tegen

Het nieuwe belastingplan zou minstens 100.000 nieuwe banen opleveren, beloofde
het kabinet op Prinsjesdag. Nu de plannen er daadwerkelijk liggen, valt dat
aantal vies tegen. Het worden er hooguit 60.000 en mogelijk zelfs maar 35.000.

Daarmee schroeven de coalitiepartijen VVD en PvdA hun ambities flink omlaag. De
belastinghervoming moest het stelsel minder ingewikkeld maken en niet langer
banengroei belemmeren door de relatief hoge belasting op arbeid. In een tijd van
hoge werkloosheid moet de banenmachine aangezwengeld, aldus premier Mark Rutte.


Ondanks de 5 miljard euro aan belastinghervormingen, lukt het niet die belofte
na te komen. Zeker niet in de 'basisvariant' met alleen wijzigingen in de
inkomstenbelasting. Zo'n verandering levert op termijn 35.000 banen op. Kosten:
143.000 euro per arbeidsplaats.

Compenseren

Slaagt de coalitie erin de oppositie mee te krijgen met veel verdergaande
wijzigingen, bijvoorbeeld door het grotendeels schrappen van het lage btw-tarief
(behalve voor levensmiddelen), dan levert dat nog eens 25.000 extra
arbeidsplaatsen op. Maar die 60.000 banen komen niet in de buurt van de 100.000.


Bronnen in de coalitie voeren verzachtende omstandigheden aan. Het getal is
lager uitgekomen omdat het kabinet rekening houdt met wensen van verschillende
partijen. Zo ligt er de eis van de PvdA dat niemand erop achteruit mag gaan, ook
ouderen en uitkeringsgerechtigden niet. Het geld om die groepen te compenseren
remt volgens het gebruikte rekenmodel van het Centraal Planbureau (CPB) de
beoogde banengroei.

Achteraf lijkt het kabinet spijt te hebben dat het een getal van 100.000 banen
heeft genoemd. Vorig jaar al moest staatssecretaris Eric Wiebes erkennen dat het
getal een 'grove schatting' was, slechts gebaseerd op de 'spoorboekjes' van het
CPB. Inmiddels heeft Financiën zich voorgenomen nooit meer met zo veel bravoure
harde getallen te presenteren.

Daarmee is de kous nog niet af. D66 wil het kabinet aan de belofte van 100.000
banen houden, desnoods met nog wat rigoureuzere hervormingen. De partij mist net
als GroenLinks bovendien vergroening in de plannen en wil vervuiling en
verspilling zwaarder belasten.

De coalitie onderhandelt vanaf volgende week donderdag, een dag na het debat,
achter gesloten deuren verder met D66, GroenLinks, ChristenUnie en SGP.

Tijdens het overleg dat het kabinet woensadagavond had met de leiders van de
oppositiepartijen, heeft premier Rutte ze allemaal op de man af gevraagd of ze
bereid waren 'serieus en in vertrouwen door te praten tot er een akkoord is'.

CDA-leider Sybrand Buma zei als enige 'nee': hij wil zijn handen vrij houden in
de Tweede Kamer. SGP en GroenLinks gaven aan wel te willen praten. Arie Slob van
de ChristenUnie zou er wat omheen gedraaid hebben. Maar toen D66-voorman
Alexander Pechtold zei niet te weten of hij wel mee wilde doen omdat er zonder
de ChristenUnie 'geen meerderheid is in de Eerste Kamer', ging ook Slob
overstag.

Motorrijtuigenbelasting

Het kabinet deed gisteren nog een andere belastingbelofte: de
motorrijtuigenbelasting gaat vanaf 2017 met 2 procent omlaag. Ook worden nieuwe
auto's stapsgewijs goedkoper: de aanschafbelasting (BPM) zal in 2020 met 12
procent gedaald zijn.

Auto's zonder ingebouwde roetfilters gaan juist flink meer wegenbelasting
betalen. Ook leaserijders met een hybride of plug-inauto zijn vanaf 2017
slechter af. Alleen volledig elektrische auto's vallen straks nog in het lage
bijtellingstarief van 4 procent. Bestaande leasecontracten worden
geresepecteerd.

100.000 banen was slechts een grove schatting op basis CPB-spoorboekjes (-Eric
Wiebes)




VIEW ORIGINAL PAGE:

GRAPHIC: Zijn banenbelofte zet staatssecretaris Wiebes klem.
FOTO ANP

LANGUAGE: DUTCH; NEDERLANDS"
163430003,2015-06-18T00:00:00,Oudere wil helemaal niet zo graag werken,8,Algemeen Dagblad,,,,Service; Blz. 27,,173,,"Post van de dag

'Oudere vindt geen baan met lagere WW' (Opinie 12-6). Ik snap nooit waar
journalisten, vakbonden en politici de wijsheid vandaan halen dat oudere
werklozen zo ontzettend graag weer aan het werk gaan. Ja, die oudere werklozen
klagen dat ze geen kansen krijgen en elke baan met beide handen willen
aangrijpen. Maar hoe komt het dan dat ik al tientallen jaren hoor dat mensen aan
50-plussers (ook aan mij) vragen: 'Hoelang moet jij nog?'. En dat er zo'n enorm
verzet was tegen de plannen om de AOW-leeftijd te verhogen? Ook klinkt
regelmatig jaloezie door over debabyboomers die indertijd hebben geprofiteerd
van vut en vervroegde pensionering. Veel 50-plussers zien op tegen werken in een
omgeving waar flexibiliteit wordt verwacht, cursussen moeten worden gevolgd en
steeds zwaardere eisen worden gesteld. Mijn indruk is dat veel 50-plussers niet
zozeer graag een betaalde baan hebben, maar dat zij wel verzekerd willen zijn
van een toereikend inkomen. En als dat een uitkering is, is het ook goed.



Frank de Vries, Nieuwegein.

LANGUAGE: DUTCH; NEDERLANDS"
